word,freq_2026,p_2026,freq_1998,p_1998,logratio_2026_vs_1998,delta_p
习近平,4137.0,0.0022508185536654,0.0,0.0,14.626804953932616,0.0022508185536654
高质量,2045.0,0.0011126236263586,0.0,0.0,13.922232310441471,0.0011126236263586
cn,1765.0,0.0009602839611359,0.0,0.0,13.774985353913932,0.0009602839611359
www,1695.0,0.0009221990448302,0.0,0.0,13.734517447366972,0.0009221990448302
by,1691.0,0.0009200227638985,0.0,0.0,13.732154779016083,0.0009200227638985
com,1691.0,0.0009200227638985,0.0,0.0,13.732154779016083,0.0009200227638985
Copyright,1689.0,0.0009189346234326,0.0,0.0,13.730971348212345,0.0009189346234326
people,1689.0,0.0009189346234326,0.0,0.0,13.730971348212345,0.0009189346234326
reserved,1689.0,0.0009189346234326,0.0,0.0,13.730971348212345,0.0009189346234326
rights,1689.0,0.0009189346234326,0.0,0.0,13.730971348212345,0.0009189346234326
all,1689.0,0.0009189346234326,0.0,0.0,13.730971348212345,0.0009189346234326
人工智能,1240.0,0.0006746470888434,0.0,0.0,13.421946484042945,0.0006746470888434
日电,1176.0,0.0006398265939353,0.0,0.0,13.368954034569246,0.0006398265939353
精准,1026.0,0.0005582160589946,0.0,0.0,13.232503160338636,0.0005582160589946
引领,1000.0,0.0005440702329382,0.0,0.0,13.206835460166909,0.0005440702329382
一年,985.0,0.0005359091794441,0.0,0.0,13.191721850346577,0.0005359091794441
更好,944.0,0.0005136022998936,0.0,0.0,13.149206456363729,0.0005136022998936
本报记者,925.0,0.0005032649654678,0.0,0.0,13.128874067723707,0.0005032649654678
研发,819.0,0.0004455935207764,0.0,0.0,13.007164671236847,0.0004455935207764
经济社会,811.0,0.0004412409589129,0.0,0.0,12.997348663636739,0.0004412409589129
这是,748.0,0.0004069645342377,0.0,0.0,12.916483778376316,0.0004069645342377
亿元,718.0,0.0003906424272496,0.0,0.0,12.875550472119132,0.0003906424272496
新能源,688.0,0.0003743203202615,0.0,0.0,12.832869852627006,0.0003743203202615
赋能,656.0,0.0003569100728074,0.0,0.0,12.785241933954678,0.0003569100728074
十四五,646.0,0.000351469370478,0.0,0.0,12.769880692164937,0.000351469370478
最大,635.0,0.0003454845979157,0.0,0.0,12.752706236561838,0.0003454845979157
新质,623.0,0.0003389557551205,0.0,0.0,12.733627812209127,0.0003389557551205
助力,622.0,0.0003384116848875,0.0,0.0,12.732021390903803,0.0003384116848875
两个,618.0,0.0003362354039558,0.0,0.0,12.725569774748504,0.0003362354039558
不能,616.0,0.0003351472634899,0.0,0.0,12.722328290480423,0.0003351472634899
高水平,604.0,0.0003286184206946,0.0,0.0,12.702655584161471,0.0003286184206946
动能,579.0,0.0003150166648712,0.0,0.0,12.660383995191594,0.0003150166648712
万亿元,569.0,0.0003095759625418,0.0,0.0,12.642962007534415,0.0003095759625418
多个,564.0,0.0003068556113771,0.0,0.0,12.634135853542766,0.0003068556113771
这一,544.0,0.0002959742067183,0.0,0.0,12.598030968711218,0.0002959742067183
产业链,523.0,0.0002845487318266,0.0,0.0,12.558663321583452,0.0002845487318266
首次,502.0,0.0002731232569349,0.0,0.0,12.517682124223805,0.0002731232569349
路径,498.0,0.0002709469760032,0.0,0.0,12.509682110965253,0.0002709469760032
纪检监察,492.0,0.0002676825546056,0.0,0.0,12.497560795442105,0.0002676825546056
一系列,465.0,0.0002529926583162,0.0,0.0,12.441119701451628,0.0002529926583162
发力,461.0,0.0002508163773845,0.0,0.0,12.432480373157599,0.0002508163773845
八项,447.0,0.0002431993941233,0.0,0.0,12.401641049645615,0.0002431993941233
一次,439.0,0.0002388468322598,0.0,0.0,12.383581943038175,0.0002388468322598
基础设施,438.0,0.0002383027620269,0.0,0.0,12.381301449898436,0.0002383027620269
一批,438.0,0.0002383027620269,0.0,0.0,12.381301449898436,0.0002383027620269
治党,430.0,0.0002339502001634,0.0,0.0,12.362867826280777,0.0002339502001634
践行,426.0,0.0002317739192316,0.0,0.0,12.353522003997504,0.0002317739192316
监委,421.0,0.0002290535680669,0.0,0.0,12.341715542651928,0.0002290535680669
一条,418.0,0.0002274213573681,0.0,0.0,12.334564172827655,0.0002274213573681
生态环境,414.0,0.0002252450764364,0.0,0.0,12.324948756612551,0.0002252450764364
韧性,413.0,0.0002247010062034,0.0,0.0,12.322530386497604,0.0002247010062034
彰显,408.0,0.0002219806550387,0.0,0.0,12.310350022479149,0.0002219806550387
重要讲话,373.0,0.0002029381968859,0.0,0.0,12.220661690428475,0.0002029381968859
一种,367.0,0.0001996737754883,0.0,0.0,12.20444519939933,0.0001996737754883
从严治党,367.0,0.0001996737754883,0.0,0.0,12.20444519939933,0.0001996737754883
依法治国,366.0,0.0001991297052553,0.0,0.0,12.20171669842927,0.0001991297052553
万元,347.0,0.0001887923708295,0.0,0.0,12.148408419945206,0.0001887923708295
破解,344.0,0.0001871601601307,0.0,0.0,12.139725343564809,0.0001871601601307
一步,342.0,0.0001860720196648,0.0,0.0,12.133894454499437,0.0001860720196648
贯彻落实,341.0,0.0001855279494319,0.0,0.0,12.130966210480771,0.0001855279494319
文旅,332.0,0.0001806313173354,0.0,0.0,12.104218848227724,0.0001806313173354
AI,325.0,0.0001768228257049,0.0,0.0,12.082909180880584,0.0001768228257049
政绩观,323.0,0.000175734685239,0.0,0.0,12.076736356790992,0.000175734685239
高铁,319.0,0.0001735584043072,0.0,0.0,12.064275207705428,0.0001735584043072
营商,319.0,0.0001735584043072,0.0,0.0,12.064275207705428,0.0001735584043072
一场,317.0,0.0001724702638414,0.0,0.0,12.057985915149825,0.0001724702638414
两国,309.0,0.0001681177019779,0.0,0.0,12.032425568282086,0.0001681177019779
公共服务,305.0,0.0001659414210461,0.0,0.0,12.019396146000359,0.0001659414210461
反腐败,303.0,0.0001648532805802,0.0,0.0,12.01281721467898,0.0001648532805802
提质,301.0,0.0001637651401144,0.0,0.0,12.006194714224353,0.0001637651401144
楚源,286.0,0.0001556040866203,0.0,0.0,11.955076580553936,0.0001556040866203
万人次,281.0,0.0001528837354556,0.0,0.0,11.937439553418741,0.0001528837354556
电商,277.0,0.0001507074545238,0.0,0.0,11.923102484725087,0.0001507074545238
经济带,272.0,0.0001479871033591,0.0,0.0,11.904887166806605,0.0001479871033591
更大,269.0,0.0001463548926603,0.0,0.0,11.89379655547276,0.0001463548926603
五年,266.0,0.0001447226819615,0.0,0.0,11.882581561712783,0.0001447226819615
碳,260.0,0.0001414582605639,0.0,0.0,11.859767043401853,0.0001414582605639
愿同,260.0,0.0001414582605639,0.0,0.0,11.859767043401853,0.0001414582605639
新年贺词,259.0,0.000140914190331,0.0,0.0,11.855913501380238,0.000140914190331
惠及,257.0,0.0001398260498651,0.0,0.0,11.848161579801173,0.0001398260498651
共生,256.0,0.0001392819796321,0.0,0.0,11.844262967321368,0.0001392819796321
集群,255.0,0.0001387379093992,0.0,0.0,11.84034909615591,0.0001387379093992
工作人员,250.0,0.0001360175582345,0.0,0.0,11.820546613015313,0.0001360175582345
医保,245.0,0.0001332972070698,0.0,0.0,11.80034405573726,0.0001332972070698
依规,243.0,0.0001322090666039,0.0,0.0,11.792147350277558,0.0001322090666039
非遗,239.0,0.0001300327856722,0.0,0.0,11.775549585458373,0.0001300327856722
李强,234.0,0.0001273124345075,0.0,0.0,11.754407313207318,0.0001273124345075
党员干部,234.0,0.0001273124345075,0.0,0.0,11.754407313207318,0.0001273124345075
一名,232.0,0.0001262242940416,0.0,0.0,11.745823637228067,0.0001262242940416
首个,230.0,0.0001251361535757,0.0,0.0,11.737165643374691,0.0001251361535757
无人机,225.0,0.0001224158024111,0.0,0.0,11.715186914239556,0.0001224158024111
万人,220.0,0.0001196954512464,0.0,0.0,11.692714244042254,0.0001196954512464
诉求,218.0,0.0001186073107805,0.0,0.0,11.683581837125262,0.0001186073107805
一张,214.0,0.0001164310298487,0.0,0.0,11.665062946948488,0.0001164310298487
民营企业,213.0,0.0001158869596158,0.0,0.0,11.660379137958932,0.0001158869596158
筑牢,212.0,0.0001153428893829,0.0,0.0,11.655673287624792,0.0001153428893829
高端,211.0,0.0001147988191499,0.0,0.0,11.65094518751706,0.0001147988191499
见证,210.0,0.000114254748917,0.0,0.0,11.646194626238865,0.000114254748917
高标准,209.0,0.000113710678684,0.0,0.0,11.64142138936267,0.000113710678684
自由贸易,208.0,0.0001131666084511,0.0,0.0,11.63662525937918,0.0001131666084511
低碳,208.0,0.0001131666084511,0.0,0.0,11.63662525937918,0.0001131666084511
相结合,208.0,0.0001131666084511,0.0,0.0,11.63662525937918,0.0001131666084511
算力,206.0,0.0001120784679852,0.0,0.0,11.626963434258009,0.0001120784679852
供应链,204.0,0.0001109903275193,0.0,0.0,11.61720734678537,0.0001109903275193
育儿,203.0,0.0001104462572864,0.0,0.0,11.612293376366106,0.0001104462572864
管党,201.0,0.0001093581168205,0.0,0.0,11.60239239547367,0.0001093581168205
光伏,199.0,0.0001082699763547,0.0,0.0,11.592392404041139,0.0001082699763547
不会,194.0,0.00010554962519,0.0,0.0,11.566945976423302,0.00010554962519
锚定,192.0,0.0001044614847241,0.0,0.0,11.556583288076343,0.0001044614847241
美好生活,192.0,0.0001044614847241,0.0,0.0,11.556583288076343,0.0001044614847241
提振,189.0,0.0001028292740253,0.0,0.0,11.540835083057768,0.0001028292740253
一项,189.0,0.0001028292740253,0.0,0.0,11.540835083057768,0.0001028292740253
年来,187.0,0.0001017411335594,0.0,0.0,11.530196788860628,0.0001017411335594
党和国家,187.0,0.0001017411335594,0.0,0.0,11.530196788860628,0.0001017411335594
四个,182.0,9.902078239475776e-05,0.0,0.0,11.503095129104427,9.902078239475776e-05
共赢,181.0,9.847671216181954e-05,0.0,0.0,11.497585529087866,9.847671216181954e-05
人与自然,180.0,9.793264192888132e-05,0.0,0.0,11.492045405126593,9.793264192888132e-05
短板,180.0,9.793264192888132e-05,0.0,0.0,11.492045405126593,9.793264192888132e-05
纠治,179.0,9.738857169594308e-05,0.0,0.0,11.486474417121805,9.738857169594308e-05
走出,178.0,9.684450146300484e-05,0.0,0.0,11.48087221925875,9.684450146300484e-05
理政,178.0,9.684450146300484e-05,0.0,0.0,11.48087221925875,9.684450146300484e-05
以旧换新,177.0,9.630043123006664e-05,0.0,0.0,11.475238459877922,9.630043123006664e-05
新兴产业,177.0,9.630043123006664e-05,0.0,0.0,11.475238459877922,9.630043123006664e-05
上线,175.0,9.521229076419016e-05,0.0,0.0,11.463874819902589,9.521229076419016e-05
万个,173.0,9.412415029831372e-05,0.0,0.0,11.452380561895753,9.412415029831372e-05
不到,172.0,9.358008006537548e-05,0.0,0.0,11.446583505979756,9.358008006537548e-05
致力于,171.0,9.303600983243724e-05,0.0,0.0,11.440752648159727,9.303600983243724e-05
于物,171.0,9.303600983243724e-05,0.0,0.0,11.440752648159727,9.303600983243724e-05
一座,170.0,9.2491939599499e-05,0.0,0.0,11.434887591933272,9.2491939599499e-05
环境保护,169.0,9.19478693665608e-05,0.0,0.0,11.42898793378026,9.19478693665608e-05
老旧,169.0,9.19478693665608e-05,0.0,0.0,11.42898793378026,9.19478693665608e-05
国有企业,169.0,9.19478693665608e-05,0.0,0.0,11.42898793378026,9.19478693665608e-05
文化遗产,168.0,9.140379913362256e-05,0.0,0.0,11.423053262996214,9.140379913362256e-05
全会精神,168.0,9.140379913362256e-05,0.0,0.0,11.423053262996214,9.140379913362256e-05
紧密结合,167.0,9.085972890068434e-05,0.0,0.0,11.417083161520754,9.085972890068434e-05
核心技术,167.0,9.085972890068434e-05,0.0,0.0,11.417083161520754,9.085972890068434e-05
一是,166.0,9.03156586677461e-05,0.0,0.0,11.41107720376087,9.03156586677461e-05
王毅,166.0,9.03156586677461e-05,0.0,0.0,11.41107720376087,9.03156586677461e-05
传统产业,166.0,9.03156586677461e-05,0.0,0.0,11.41107720376087,9.03156586677461e-05
脑机,164.0,8.922751820186964e-05,0.0,0.0,11.39895597825479,8.922751820186964e-05
一份,162.0,8.813937773599318e-05,0.0,0.0,11.386686024023204,8.813937773599318e-05
确定性,162.0,8.813937773599318e-05,0.0,0.0,11.386686024023204,8.813937773599318e-05
迭代,162.0,8.813937773599318e-05,0.0,0.0,11.386686024023204,8.813937773599318e-05
一天,162.0,8.813937773599318e-05,0.0,0.0,11.386686024023204,8.813937773599318e-05
二是,162.0,8.813937773599318e-05,0.0,0.0,11.386686024023204,8.813937773599318e-05
万吨,162.0,8.813937773599318e-05,0.0,0.0,11.386686024023204,8.813937773599318e-05
雄安,162.0,8.813937773599318e-05,0.0,0.0,11.386686024023204,8.813937773599318e-05
红利,161.0,8.759530750305495e-05,0.0,0.0,11.38049412424446,8.759530750305495e-05
办好,161.0,8.759530750305495e-05,0.0,0.0,11.38049412424446,8.759530750305495e-05
充分发挥,160.0,8.705123727011673e-05,0.0,0.0,11.374263645843861,8.705123727011673e-05
广大党员,160.0,8.705123727011673e-05,0.0,0.0,11.374263645843861,8.705123727011673e-05
深化改革,160.0,8.705123727011673e-05,0.0,0.0,11.374263645843861,8.705123727011673e-05
全过程,160.0,8.705123727011673e-05,0.0,0.0,11.374263645843861,8.705123727011673e-05
万件,158.0,8.596309680424026e-05,0.0,0.0,11.361685009046555,8.596309680424026e-05
激活,156.0,8.487495633836381e-05,0.0,0.0,11.348946132407107,8.487495633836381e-05
首批,155.0,8.433088610542558e-05,0.0,0.0,11.342515318089069,8.433088610542558e-05
商务部,155.0,8.433088610542558e-05,0.0,0.0,11.342515318089069,8.433088610542558e-05
管控,154.0,8.378681587248734e-05,0.0,0.0,11.33604288058287,8.378681587248734e-05
共同富裕,154.0,8.378681587248734e-05,0.0,0.0,11.33604288058287,8.378681587248734e-05
绿水青山,153.0,8.324274563954911e-05,0.0,0.0,11.329528277567618,8.324274563954911e-05
城市更新,153.0,8.324274563954911e-05,0.0,0.0,11.329528277567618,8.324274563954911e-05
互鉴,153.0,8.324274563954911e-05,0.0,0.0,11.329528277567618,8.324274563954911e-05
这份,152.0,8.269867540661089e-05,0.0,0.0,11.322970956053789,8.269867540661089e-05
集中统一,152.0,8.269867540661089e-05,0.0,0.0,11.322970956053789,8.269867540661089e-05
公平正义,151.0,8.215460517367266e-05,0.0,0.0,11.316370352101545,8.215460517367266e-05
日至,151.0,8.215460517367266e-05,0.0,0.0,11.316370352101545,8.215460517367266e-05
一位,150.0,8.161053494073444e-05,0.0,0.0,11.3097258905297,8.161053494073444e-05
服务中心,150.0,8.161053494073444e-05,0.0,0.0,11.3097258905297,8.161053494073444e-05
社会保障,149.0,8.10664647077962e-05,0.0,0.0,11.30303698461494,8.10664647077962e-05
多家,149.0,8.10664647077962e-05,0.0,0.0,11.30303698461494,8.10664647077962e-05
普惠,149.0,8.10664647077962e-05,0.0,0.0,11.30303698461494,8.10664647077962e-05
义乌,147.0,7.997832424191974e-05,0.0,0.0,11.289523433276841,7.997832424191974e-05
〇,147.0,7.997832424191974e-05,0.0,0.0,11.289523433276841,7.997832424191974e-05
共济,146.0,7.943425400898152e-05,0.0,0.0,11.282697553845008,7.943425400898152e-05
这座,146.0,7.943425400898152e-05,0.0,0.0,11.282697553845008,7.943425400898152e-05
腐败问题,146.0,7.943425400898152e-05,0.0,0.0,11.282697553845008,7.943425400898152e-05
履职,145.0,7.889018377604328e-05,0.0,0.0,11.275824761377027,7.889018377604328e-05
赛道,143.0,7.780204331016683e-05,0.0,0.0,11.26193582649869,7.780204331016683e-05
跨省,143.0,7.780204331016683e-05,0.0,0.0,11.26193582649869,7.780204331016683e-05
野马,142.0,7.72579730772286e-05,0.0,0.0,11.254918344353895,7.72579730772286e-05
深耕,142.0,7.72579730772286e-05,0.0,0.0,11.254918344353895,7.72579730772286e-05
定力,142.0,7.72579730772286e-05,0.0,0.0,11.254918344353895,7.72579730772286e-05
基层干部,142.0,7.72579730772286e-05,0.0,0.0,11.254918344353895,7.72579730772286e-05
为功,141.0,7.671390284429036e-05,0.0,0.0,11.247851268928532,7.671390284429036e-05
自贸港,141.0,7.671390284429036e-05,0.0,0.0,11.247851268928532,7.671390284429036e-05
党的领导,141.0,7.671390284429036e-05,0.0,0.0,11.247851268928532,7.671390284429036e-05
民宿,140.0,7.616983261135213e-05,0.0,0.0,11.240733894268784,7.616983261135213e-05
线上,139.0,7.562576237841391e-05,0.0,0.0,11.233565499238978,7.562576237841391e-05
顶压,139.0,7.562576237841391e-05,0.0,0.0,11.233565499238978,7.562576237841391e-05
粤港澳,139.0,7.562576237841391e-05,0.0,0.0,11.233565499238978,7.562576237841391e-05
解决问题,138.0,7.508169214547568e-05,0.0,0.0,11.226345347083113,7.508169214547568e-05
找准,138.0,7.508169214547568e-05,0.0,0.0,11.226345347083113,7.508169214547568e-05
四大,138.0,7.508169214547568e-05,0.0,0.0,11.226345347083113,7.508169214547568e-05
第一次,138.0,7.508169214547568e-05,0.0,0.0,11.226345347083113,7.508169214547568e-05
优良作风,137.0,7.453762191253744e-05,0.0,0.0,11.219072684970442,7.453762191253744e-05
内生,137.0,7.453762191253744e-05,0.0,0.0,11.219072684970442,7.453762191253744e-05
接续,137.0,7.453762191253744e-05,0.0,0.0,11.219072684970442,7.453762191253744e-05
高度重视,136.0,7.399355167959921e-05,0.0,0.0,11.211746743524422,7.399355167959921e-05
中加,136.0,7.399355167959921e-05,0.0,0.0,11.211746743524422,7.399355167959921e-05
已有,136.0,7.399355167959921e-05,0.0,0.0,11.211746743524422,7.399355167959921e-05
多项,135.0,7.344948144666099e-05,0.0,0.0,11.204366736334265,7.344948144666099e-05
不断完善,135.0,7.344948144666099e-05,0.0,0.0,11.204366736334265,7.344948144666099e-05
5G,135.0,7.344948144666099e-05,0.0,0.0,11.204366736334265,7.344948144666099e-05
更要,134.0,7.290541121372276e-05,0.0,0.0,11.196931859448343,7.290541121372276e-05
改革开放,134.0,7.290541121372276e-05,0.0,0.0,11.196931859448343,7.290541121372276e-05
战略部署,133.0,7.236134098078452e-05,0.0,0.0,11.189441290848615,7.236134098078452e-05
年轻干部,133.0,7.236134098078452e-05,0.0,0.0,11.189441290848615,7.236134098078452e-05
网友,133.0,7.236134098078452e-05,0.0,0.0,11.189441290848615,7.236134098078452e-05
全岛,132.0,7.18172707478463e-05,0.0,0.0,11.181894189905218,7.18172707478463e-05
展现出,132.0,7.18172707478463e-05,0.0,0.0,11.181894189905218,7.18172707478463e-05
三是,132.0,7.18172707478463e-05,0.0,0.0,11.181894189905218,7.18172707478463e-05
创新能力,131.0,7.127320051490807e-05,0.0,0.0,11.174289696810325,7.127320051490807e-05
元旦假期,131.0,7.127320051490807e-05,0.0,0.0,11.174289696810325,7.127320051490807e-05
人力资源,131.0,7.127320051490807e-05,0.0,0.0,11.174289696810325,7.127320051490807e-05
新一轮,131.0,7.127320051490807e-05,0.0,0.0,11.174289696810325,7.127320051490807e-05
摆在,130.0,7.072913028196984e-05,0.0,0.0,11.166626931990304,7.072913028196984e-05
得益于,130.0,7.072913028196984e-05,0.0,0.0,11.166626931990304,7.072913028196984e-05
一套,130.0,7.072913028196984e-05,0.0,0.0,11.166626931990304,7.072913028196984e-05
动力电池,129.0,7.01850600490316e-05,0.0,0.0,11.158904995495197,7.01850600490316e-05
万辆,129.0,7.01850600490316e-05,0.0,0.0,11.158904995495197,7.01850600490316e-05
适配,129.0,7.01850600490316e-05,0.0,0.0,11.158904995495197,7.01850600490316e-05
石首,128.0,6.964098981609338e-05,0.0,0.0,11.151122966364413,6.964098981609338e-05
技术创新,128.0,6.964098981609338e-05,0.0,0.0,11.151122966364413,6.964098981609338e-05
京津冀,127.0,6.909691958315515e-05,0.0,0.0,11.14327990196758,6.909691958315515e-05
大湾,127.0,6.909691958315515e-05,0.0,0.0,11.14327990196758,6.909691958315515e-05
两国人民,127.0,6.909691958315515e-05,0.0,0.0,11.14327990196758,6.909691958315515e-05
康养,127.0,6.909691958315515e-05,0.0,0.0,11.14327990196758,6.909691958315515e-05
30%,126.0,6.855284935021693e-05,0.0,0.0,11.135374837319315,6.855284935021693e-05
非中,125.0,6.800877911727869e-05,0.0,0.0,11.127406784366714,6.800877911727869e-05
长三角,125.0,6.800877911727869e-05,0.0,0.0,11.127406784366714,6.800877911727869e-05
六年,124.0,6.746470888434046e-05,0.0,0.0,11.119374731248216,6.746470888434046e-05
万亩,124.0,6.746470888434046e-05,0.0,0.0,11.119374731248216,6.746470888434046e-05
自立自强,123.0,6.692063865140223e-05,0.0,0.0,11.111277641522458,6.692063865140223e-05
战略伙伴,123.0,6.692063865140223e-05,0.0,0.0,11.111277641522458,6.692063865140223e-05
法治化,123.0,6.692063865140223e-05,0.0,0.0,11.111277641522458,6.692063865140223e-05
之变,123.0,6.692063865140223e-05,0.0,0.0,11.111277641522458,6.692063865140223e-05
擘画,122.0,6.6376568418464e-05,0.0,0.0,11.103114453365665,6.6376568418464e-05
新台阶,122.0,6.6376568418464e-05,0.0,0.0,11.103114453365665,6.6376568418464e-05
这场,122.0,6.6376568418464e-05,0.0,0.0,11.103114453365665,6.6376568418464e-05
科技成果,121.0,6.583249818552577e-05,0.0,0.0,11.094884078736005,6.583249818552577e-05
小家,121.0,6.583249818552577e-05,0.0,0.0,11.094884078736005,6.583249818552577e-05
千年,121.0,6.583249818552577e-05,0.0,0.0,11.094884078736005,6.583249818552577e-05
一件,120.0,6.528842795258754e-05,0.0,0.0,11.086585402503262,6.528842795258754e-05
一片,120.0,6.528842795258754e-05,0.0,0.0,11.086585402503262,6.528842795258754e-05
服务体系,120.0,6.528842795258754e-05,0.0,0.0,11.086585402503262,6.528842795258754e-05
20%,119.0,6.474435771964931e-05,0.0,0.0,11.078217281542111,6.474435771964931e-05
托育,119.0,6.474435771964931e-05,0.0,0.0,11.078217281542111,6.474435771964931e-05
国际形势,118.0,6.420028748671109e-05,0.0,0.0,11.069778543787109,6.420028748671109e-05
高品质,118.0,6.420028748671109e-05,0.0,0.0,11.069778543787109,6.420028748671109e-05
减排,117.0,6.365621725377285e-05,0.0,0.0,11.061267987247495,6.365621725377285e-05
外资企业,117.0,6.365621725377285e-05,0.0,0.0,11.061267987247495,6.365621725377285e-05
知识产权,117.0,6.365621725377285e-05,0.0,0.0,11.061267987247495,6.365621725377285e-05
实际行动,116.0,6.311214702083462e-05,0.0,0.0,11.052684378979697,6.311214702083462e-05
50%,115.0,6.25680767878964e-05,0.0,0.0,11.04402645401535,6.25680767878964e-05
交通运输,115.0,6.25680767878964e-05,0.0,0.0,11.04402645401535,6.25680767878964e-05
商圈,114.0,6.202400655495817e-05,0.0,0.0,11.035292914242515,6.202400655495817e-05
愿景,114.0,6.202400655495817e-05,0.0,0.0,11.035292914242515,6.202400655495817e-05
紧盯,114.0,6.202400655495817e-05,0.0,0.0,11.035292914242515,6.202400655495817e-05
这片,114.0,6.202400655495817e-05,0.0,0.0,11.035292914242515,6.202400655495817e-05
线下,114.0,6.202400655495817e-05,0.0,0.0,11.035292914242515,6.202400655495817e-05
具身,113.0,6.147993632201994e-05,0.0,0.0,11.026482427237601,6.147993632201994e-05
图为,112.0,6.093586608908171e-05,0.0,0.0,11.017593625045384,6.093586608908171e-05
合作伙伴,112.0,6.093586608908171e-05,0.0,0.0,11.017593625045384,6.093586608908171e-05
汽车产业,111.0,6.039179585614348e-05,0.0,0.0,11.008625102904299,6.039179585614348e-05
返贫,110.0,5.984772562320525e-05,0.0,0.0,10.999575417914064,5.984772562320525e-05
两年,110.0,5.984772562320525e-05,0.0,0.0,10.999575417914064,5.984772562320525e-05
关键时期,110.0,5.984772562320525e-05,0.0,0.0,10.999575417914064,5.984772562320525e-05
商户,109.0,5.930365539026702e-05,0.0,0.0,10.990443087642463,5.930365539026702e-05
较大,109.0,5.930365539026702e-05,0.0,0.0,10.990443087642463,5.930365539026702e-05
扩大内需,109.0,5.930365539026702e-05,0.0,0.0,10.990443087642463,5.930365539026702e-05
长效机制,108.0,5.875958515732879e-05,0.0,0.0,10.981226588667923,5.875958515732879e-05
闭环,108.0,5.875958515732879e-05,0.0,0.0,10.981226588667923,5.875958515732879e-05
风电,108.0,5.875958515732879e-05,0.0,0.0,10.981226588667923,5.875958515732879e-05
凝心,108.0,5.875958515732879e-05,0.0,0.0,10.981226588667923,5.875958515732879e-05
建立健全,108.0,5.875958515732879e-05,0.0,0.0,10.981226588667923,5.875958515732879e-05
沿江,108.0,5.875958515732879e-05,0.0,0.0,10.981226588667923,5.875958515732879e-05
跃升,108.0,5.875958515732879e-05,0.0,0.0,10.981226588667923,5.875958515732879e-05
骑手,107.0,5.821551492439056e-05,0.0,0.0,10.971924355054291,5.821551492439056e-05
中微子,107.0,5.821551492439056e-05,0.0,0.0,10.971924355054291,5.821551492439056e-05
消费市场,106.0,5.767144469145233e-05,0.0,0.0,10.962534776754028,5.767144469145233e-05
电动汽车,106.0,5.767144469145233e-05,0.0,0.0,10.962534776754028,5.767144469145233e-05
致贫,106.0,5.767144469145233e-05,0.0,0.0,10.962534776754028,5.767144469145233e-05
公务员法,106.0,5.767144469145233e-05,0.0,0.0,10.962534776754028,5.767144469145233e-05
秉持,106.0,5.767144469145233e-05,0.0,0.0,10.962534776754028,5.767144469145233e-05
更具,105.0,5.71273744585141e-05,0.0,0.0,10.95305619793569,5.71273744585141e-05
市场监管,105.0,5.71273744585141e-05,0.0,0.0,10.95305619793569,5.71273744585141e-05
100%,105.0,5.71273744585141e-05,0.0,0.0,10.95305619793569,5.71273744585141e-05
成渝,104.0,5.6583304225575874e-05,0.0,0.0,10.943486915231414,5.6583304225575874e-05
收官,104.0,5.6583304225575874e-05,0.0,0.0,10.943486915231414,5.6583304225575874e-05
很大,104.0,5.6583304225575874e-05,0.0,0.0,10.943486915231414,5.6583304225575874e-05
四风,102.0,5.549516375969941e-05,0.0,0.0,10.924069175898671,5.549516375969941e-05
高技术,102.0,5.549516375969941e-05,0.0,0.0,10.924069175898671,5.549516375969941e-05
便利化,102.0,5.549516375969941e-05,0.0,0.0,10.924069175898671,5.549516375969941e-05
中华文化,102.0,5.549516375969941e-05,0.0,0.0,10.924069175898671,5.549516375969941e-05
亿人次,102.0,5.549516375969941e-05,0.0,0.0,10.924069175898671,5.549516375969941e-05
外商投资,102.0,5.549516375969941e-05,0.0,0.0,10.924069175898671,5.549516375969941e-05
匹配,102.0,5.549516375969941e-05,0.0,0.0,10.924069175898671,5.549516375969941e-05
外卖,101.0,5.495109352676118e-05,0.0,0.0,10.914217057864194,5.495109352676118e-05
痛点,101.0,5.495109352676118e-05,0.0,0.0,10.914217057864194,5.495109352676118e-05
据介绍,100.0,5.440702329382296e-05,0.0,0.0,10.904266908987697,5.440702329382296e-05
